app_key,routed_app_types,app_type,app_type_label,feature,feature_label,source,llm_flag,llm_confidence,llm_sub_code,llm_cognitive_primary,llm_cognitive_secondary,llm_cognitive_tertiary,llm_evidence,llm_uncertain,llm_uncertainty_note,llm_core_cluster,customisation_blacklist,customisation_whitelist,customisation_other_control,llm_notes
play:ai.momental,dsct;habit_apps,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,False,0.9,,,,,"No mention of routines, habit stacks, or structured daily workflows",False,,False,False,False,,"The app tracks meditation sessions and shows visual streaks, supporting habit tracking and streaks features. There is no evidence for routine building, reminders, analytics, or accountability features."
play:ai.momental,dsct;habit_apps,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,False,0.9,,,,,"No mention of reminders, notifications, nudges, or habit prompts",False,,False,False,False,,"The app tracks meditation sessions and shows visual streaks, supporting habit tracking and streaks features. There is no evidence for routine building, reminders, analytics, or accountability features."
play:ai.momental,dsct;habit_apps,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,False,0.9,,,,,"No mention of habit completion history, progress charts, or reports",False,,False,False,False,,"The app tracks meditation sessions and shows visual streaks, supporting habit tracking and streaks features. There is no evidence for routine building, reminders, analytics, or accountability features."
play:ai.momental,dsct;habit_apps,habit_apps,Habit Apps,accountability,Accountability,Project extension,False,0.9,,,,,"No mention of social accountability, sharing, groups, or community support",False,,False,False,False,,"The app tracks meditation sessions and shows visual streaks, supporting habit tracking and streaks features. There is no evidence for routine building, reminders, analytics, or accountability features."
play:ai.momental,dsct;habit_apps,planners,Planners,task_management,Task Management,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.momental,dsct;habit_apps,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.momental,dsct;habit_apps,planners,Planners,time_blocking,Time Blocking,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.momental,dsct;habit_apps,planners,Planners,goal_planning,Goal Planning,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.momental,dsct;habit_apps,planners,Planners,prioritisation,Prioritisation,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.momental,dsct;habit_apps,planners,Planners,project_planning,Project Planning,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.momental,dsct;habit_apps,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,False,0.95,,,,,"No evidence that the app blocks or removes access to distracting apps, websites, or content.",False,,False,False,False,,"The app is an AI-powered search and knowledge tool without any described digital self-control features such as blocking, tracking, goal setting, rewards, or scheduling."
play:ai.perplexity.app.android,dsct,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,False,0.95,,,,,No mention of recording or visualising usage history or timers.,False,,False,False,False,,"The app is an AI-powered search and knowledge tool without any described digital self-control features such as blocking, tracking, goal setting, rewards, or scheduling."
play:ai.perplexity.app.android,dsct,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,False,0.95,,,,,"No explicit reminders of goals, tasks, or goal comparison described.",False,,False,False,False,,"The app is an AI-powered search and knowledge tool without any described digital self-control features such as blocking, tracking, goal setting, rewards, or scheduling."
play:ai.perplexity.app.android,dsct,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,False,0.95,,,,,"No evidence of points, streaks, leaderboards, or rewards/punishments.",False,,False,False,False,,"The app is an AI-powered search and knowledge tool without any described digital self-control features such as blocking, tracking, goal setting, rewards, or scheduling."
play:ai.perplexity.app.android,dsct,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,False,0.95,,,,,"No evidence of user customization of block lists, schedules, or rules.",False,,False,False,False,,"The app is an AI-powered search and knowledge tool without any described digital self-control features such as blocking, tracking, goal setting, rewards, or scheduling."
play:ai.perplexity.app.android,dsct,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,False,0.95,,,,,"No evidence of effortful override, password, delay, or admin permissions.",False,,False,False,False,,"The app is an AI-powered search and knowledge tool without any described digital self-control features such as blocking, tracking, goal setting, rewards, or scheduling."
play:ai.perplexity.app.android,dsct,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,False,0.95,,,,,No evidence of emergency bypass or temporary unlock features.,False,,False,False,False,,"The app is an AI-powered search and knowledge tool without any described digital self-control features such as blocking, tracking, goal setting, rewards, or scheduling."
play:ai.perplexity.app.android,dsct,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,False,0.95,,,,,No evidence of scheduling blocking or focus sessions.,False,,False,False,False,,"The app is an AI-powered search and knowledge tool without any described digital self-control features such as blocking, tracking, goal setting, rewards, or scheduling."
play:ai.perplexity.app.android,dsct,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,habit_apps,Habit Apps,streaks,Streaks,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,habit_apps,Habit Apps,accountability,Accountability,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,planners,Planners,task_management,Task Management,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,planners,Planners,time_blocking,Time Blocking,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,planners,Planners,goal_planning,Goal Planning,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,planners,Planners,prioritisation,Prioritisation,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,planners,Planners,project_planning,Project Planning,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.perplexity.app.android,dsct,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,False,1.0,,,,,No evidence that the app blocks or removes access to distracting content or apps.,False,,False,False,False,,The app is an AI assistant with no described features related to digital self-control tools. No evidence supports any DSCT features.
play:ai.x.grok,dsct,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,False,1.0,,,,,No evidence of recording or visualising usage data or timers.,False,,False,False,False,,The app is an AI assistant with no described features related to digital self-control tools. No evidence supports any DSCT features.
play:ai.x.grok,dsct,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,False,1.0,,,,,"No evidence of goal reminders, explicit goal setting, or goal comparison.",False,,False,False,False,,The app is an AI assistant with no described features related to digital self-control tools. No evidence supports any DSCT features.
play:ai.x.grok,dsct,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,False,1.0,,,,,"No evidence of points, streaks, leaderboards, or real-world rewards/punishments.",False,,False,False,False,,The app is an AI assistant with no described features related to digital self-control tools. No evidence supports any DSCT features.
play:ai.x.grok,dsct,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,False,1.0,,,,,"No evidence of user customization of block lists, schedules, or rules.",False,,False,False,False,,The app is an AI assistant with no described features related to digital self-control tools. No evidence supports any DSCT features.
play:ai.x.grok,dsct,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,False,1.0,,,,,No evidence of effortful override mechanisms or delays to bypass restrictions.,False,,False,False,False,,The app is an AI assistant with no described features related to digital self-control tools. No evidence supports any DSCT features.
play:ai.x.grok,dsct,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,False,1.0,,,,,No evidence of emergency bypass or temporary unlock features.,False,,False,False,False,,The app is an AI assistant with no described features related to digital self-control tools. No evidence supports any DSCT features.
play:ai.x.grok,dsct,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,False,1.0,,,,,No evidence of scheduling blocking or focus sessions.,False,,False,False,False,,The app is an AI assistant with no described features related to digital self-control tools. No evidence supports any DSCT features.
play:ai.x.grok,dsct,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,habit_apps,Habit Apps,streaks,Streaks,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,habit_apps,Habit Apps,accountability,Accountability,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,planners,Planners,task_management,Task Management,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,planners,Planners,time_blocking,Time Blocking,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,planners,Planners,goal_planning,Goal Planning,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,planners,Planners,prioritisation,Prioritisation,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,planners,Planners,project_planning,Project Planning,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:ai.x.grok,dsct,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.avocation.avocation,habit_apps;planners,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,True,0.95,Daily habit tracking,,,,Create your habits and organize your daily routine plans; tap the habit circle after completing it and view your progress,False,,False,False,False,,No evidence of streaks or social accountability features in the app description.
play:app.avocation.avocation,habit_apps;planners,habit_apps,Habit Apps,streaks,Streaks,Project extension,False,0.9,,,,,"No mention of streak counts, consecutive completion records, or consistency chains",False,,False,False,False,,No evidence of streaks or social accountability features in the app description.
play:app.avocation.avocation,habit_apps;planners,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,True,0.9,Routine planner and habit stacks,,,,"Create your own daily agenda; customize habit colors, icons, and routines",False,,False,False,False,,No evidence of streaks or social accountability features in the app description.
play:app.avocation.avocation,habit_apps;planners,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,True,0.95,Custom habit reminders,,,,Schedule an individual notification for each habit and get a habit reminder every day,False,,False,False,False,,No evidence of streaks or social accountability features in the app description.
play:app.avocation.avocation,habit_apps;planners,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,True,0.9,Progress charts and statistics,,,,View the statistics screen to get your daily and weekly progress overview; progress represented by a water bottle filling up,False,,False,False,False,,No evidence of streaks or social accountability features in the app description.
play:app.avocation.avocation,habit_apps;planners,habit_apps,Habit Apps,accountability,Accountability,Project extension,False,0.9,,,,,"No mention of social accountability, sharing, groups, friends, coaches, or community support",False,,False,False,False,,No evidence of streaks or social accountability features in the app description.
play:app.avocation.avocation,habit_apps;planners,planners,Planners,task_management,Task Management,Project extension,True,0.9,Task list or to-do planning,,,,Create your habits and organize your daily routine plans; Habits are visualized in circles to give you a quick overview of your to-do list; Tap the habit circle after completing it,False,,False,False,False,,The app is primarily a habit and goal tracker with task management via habits as tasks. It includes goal planning and some prioritisation guidance in lessons. No calendar or time blocking features are evident. The notes/knowledge feature is inferred from educational lessons but not a traditional note-taking system.
play:app.avocation.avocation,habit_apps;planners,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,False,0.9,,,,,"No mention of calendar views, scheduling, due dates, or events",False,,False,False,False,,The app is primarily a habit and goal tracker with task management via habits as tasks. It includes goal planning and some prioritisation guidance in lessons. No calendar or time blocking features are evident. The notes/knowledge feature is inferred from educational lessons but not a traditional note-taking system.
play:app.avocation.avocation,habit_apps;planners,planners,Planners,time_blocking,Time Blocking,Project extension,False,0.9,,,,,No mention of allocating blocks of time or scheduling focus/work blocks,False,,False,False,False,,The app is primarily a habit and goal tracker with task management via habits as tasks. It includes goal planning and some prioritisation guidance in lessons. No calendar or time blocking features are evident. The notes/knowledge feature is inferred from educational lessons but not a traditional note-taking system.
play:app.avocation.avocation,habit_apps;planners,planners,Planners,goal_planning,Goal Planning,Project extension,True,0.85,Goal setting and progress tracking,,,,"Achieve your biggest dreams, goals, and new year's resolutions; View your progress with goal tracker; Set your mind on smart, efficient changes",False,,False,False,False,,The app is primarily a habit and goal tracker with task management via habits as tasks. It includes goal planning and some prioritisation guidance in lessons. No calendar or time blocking features are evident. The notes/knowledge feature is inferred from educational lessons but not a traditional note-taking system.
play:app.avocation.avocation,habit_apps;planners,planners,Planners,prioritisation,Prioritisation,Project extension,True,0.75,Prioritise goals and habits,,,,Learn how to analyze and prioritize your goals; Productivity tips include prioritisation,True,Prioritisation is mentioned in lessons but not clearly as a direct app feature,False,False,False,,The app is primarily a habit and goal tracker with task management via habits as tasks. It includes goal planning and some prioritisation guidance in lessons. No calendar or time blocking features are evident. The notes/knowledge feature is inferred from educational lessons but not a traditional note-taking system.
play:app.avocation.avocation,habit_apps;planners,planners,Planners,project_planning,Project Planning,Project extension,False,0.9,,,,,"No mention of projects, boards, workflows, Kanban, or multi-step project planning",False,,False,False,False,,The app is primarily a habit and goal tracker with task management via habits as tasks. It includes goal planning and some prioritisation guidance in lessons. No calendar or time blocking features are evident. The notes/knowledge feature is inferred from educational lessons but not a traditional note-taking system.
play:app.avocation.avocation,habit_apps;planners,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,True,0.7,Knowledge management via lessons,,,,Collection of short and enjoyable lessons about habits; Learn about habit development and productivity tips,True,Lessons are educational content but not clearly a note-taking or knowledge base feature,False,False,False,,The app is primarily a habit and goal tracker with task management via habits as tasks. It includes goal planning and some prioritisation guidance in lessons. No calendar or time blocking features are evident. The notes/knowledge feature is inferred from educational lessons but not a traditional note-taking system.
play:app.avocation.avocation,habit_apps;planners,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.avocation.avocation,habit_apps;planners,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.avocation.avocation,habit_apps;planners,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.avocation.avocation,habit_apps;planners,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.avocation.avocation,habit_apps;planners,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.avocation.avocation,habit_apps;planners,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.avocation.avocation,habit_apps;planners,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.avocation.avocation,habit_apps;planners,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,True,0.95,Daily habit tracking,,,,Described as a habit tracking app with customizable habit formation and routine tracking,False,,False,False,False,,Routine builder not explicitly described. Accountability inferred from community mention but no direct social features detailed.
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,habit_apps,Habit Apps,streaks,Streaks,Project extension,True,0.9,Streak counter,,,,Mentions watching your streaks and successes grow each day,False,,False,False,False,,Routine builder not explicitly described. Accountability inferred from community mention but no direct social features detailed.
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,False,0.8,,,,,No explicit mention of routine building features like morning/evening routines or habit stacks,False,,False,False,False,,Routine builder not explicitly described. Accountability inferred from community mention but no direct social features detailed.
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,True,0.95,Personalized habit reminders,,,,Mentions timely personalized reminders to stay on top of routines,False,,False,False,False,,Routine builder not explicitly described. Accountability inferred from community mention but no direct social features detailed.
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,True,0.9,In-depth statistical insights,,,,Mentions detailed analytics and graphical trackers for habit patterns and progress,False,,False,False,False,,Routine builder not explicitly described. Accountability inferred from community mention but no direct social features detailed.
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,habit_apps,Habit Apps,accountability,Accountability,Project extension,True,0.75,Community support,,,,Mentions a thriving community of users who have discovered discipline and success through the app,True,"Community mention is indirect evidence of social accountability, no explicit features described",False,False,False,,Routine builder not explicitly described. Accountability inferred from community mention but no direct social features detailed.
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,planners,Planners,task_management,Task Management,Project extension,True,0.85,Create and tailor habits as tasks,,,,Customizable Habit Formation: Easily create and tailor habits to your needs,False,,False,False,False,,"The app is primarily a habit tracker with task creation and scheduling/reminder features. No evidence for time blocking, goal planning, prioritisation, project planning, or notes/knowledge management."
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,True,0.85,Scheduling habits with reminders,,,,"Timely Personalized Reminders; Adaptable Scheduling: daily, weekly, or irregular intervals",False,,False,False,False,,"The app is primarily a habit tracker with task creation and scheduling/reminder features. No evidence for time blocking, goal planning, prioritisation, project planning, or notes/knowledge management."
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,planners,Planners,time_blocking,Time Blocking,Project extension,False,0.95,,,,,No mention of allocating blocks of time for tasks or focus sessions,False,,False,False,False,,"The app is primarily a habit tracker with task creation and scheduling/reminder features. No evidence for time blocking, goal planning, prioritisation, project planning, or notes/knowledge management."
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,planners,Planners,goal_planning,Goal Planning,Project extension,False,0.9,,,,,"No explicit support for goal setting, milestones, or progress tracking toward goals",False,,False,False,False,,"The app is primarily a habit tracker with task creation and scheduling/reminder features. No evidence for time blocking, goal planning, prioritisation, project planning, or notes/knowledge management."
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,planners,Planners,prioritisation,Prioritisation,Project extension,False,0.95,,,,,No evidence of ranking or prioritising tasks or habits,False,,False,False,False,,"The app is primarily a habit tracker with task creation and scheduling/reminder features. No evidence for time blocking, goal planning, prioritisation, project planning, or notes/knowledge management."
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,planners,Planners,project_planning,Project Planning,Project extension,False,0.95,,,,,"No mention of projects, boards, workflows, or multi-step planning",False,,False,False,False,,"The app is primarily a habit tracker with task creation and scheduling/reminder features. No evidence for time blocking, goal planning, prioritisation, project planning, or notes/knowledge management."
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,False,0.95,,,,,"No support for notes, documents, or knowledge management",False,,False,False,False,,"The app is primarily a habit tracker with task creation and scheduling/reminder features. No evidence for time blocking, goal planning, prioritisation, project planning, or notes/knowledge management."
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.disciplined.productive.structured.habit.tracker,habit_apps;planners,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,False,0.0,,,,,Feature not classified because this app was not routed to that app area.,False,,False,False,False,,
play:app.hallow.android,dsct,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,False,0.95,,,,,No evidence of blocking or removing access to distracting apps or websites; the app provides prayer and meditation content only.,False,,False,False,False,,The app is a prayer and meditation tool without blocking or scheduling features. The Personal Prayer Journal suggests self-tracking of spiritual engagement. No evidence supports other DSCT features.
